;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;"Alle Informationen der bis Dezember 2021 verwendeten Methoden und Imputationen finden sich auf der Hauptseite des (H)VPI unter ""Dokumentationen""/ ""weiterführende Dokumentationen"". ";;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
DIREKTION VOLKSWIRTSCHAFT - PREISSTATISTIK;;;;;;;;;;;;;;;;;;;
Verbraucherpreisindex - Basis 2020;;;;;https://www.statistik.at/statistiken/volkswirtschaft-und-oeffentliche-finanzen/preise-und-preisindizes/verbraucherpreisindex-vpi/hvpi;;;;;;;;;;;;;;
Indexstände, Veränderungsraten und Einfluss-Ergebnisse nach COICOP-Klassifikation;;;;;;;;;;;;;;;;;;;
sowie für ausgewählte Waren und Dienstleistungen;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
COICOP 1)-Aggregat;Warencode neu;Aggregats-ebene;Warencode alt;VPI-Positionen;Gewicht für 2022;Indexstand im…;;%-Veränderung gegenüber …;;Einfluss 4) auf Veränderung zu…;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;August 2);Juli 3);Juli;August;Juli;August;;;;;;;;
;;;;;;2022;2022;2022;2021;2022;2021;;;;;;;;
;;;;;;;;;;;;;;;;;;;
111110;095100;7;0213;Fruchtsaft, Restaurant;0,06892;109,8;109,0;0,7;6,9;0,000;0,005;;;;;;;;
111110;095500;7;0604;Vorspeise / Pasta, ital. Restaurant;0,22714;117,8;117,1;0,6;12,2;0,001;0,028;;;;;;;;
111110;095600;7;0605;Pizza, ital. Restaurant;0,40483;114,8;114,0;0,7;12,0;0,003;0,050;;;;;;;;
111110;095700;7;0606;Mittagsmenü, ital. Restaurant;0,27812;115,8;115,1;0,6;11,6;0,002;0,032;;;;;;;;
111110;095800;7;0607;Nachspeise, ital. Restaurant;0,21504;116,2;115,4;0,7;11,2;0,002;0,025;;;;;;;;
111110;095900;7;0621;Vorspeise, asiat. Restaurant;0,06285;109,5;108,3;1,1;8,6;0,001;0,005;;;;;;;;
111110;096000;7;0622;Hauptspeise, asiat. Restaurant;0,26006;111,9;110,2;1,5;8,7;0,004;0,023;;;;;;;;
111110;096100;7;0623;Mittagsmenü, -buffet, asiat. Restaurant;0,21791;117,6;116,8;0,7;10,5;0,002;0,023;;;;;;;;
11112;;4;;Schnellrest. u. Betr., die Speisen u. Getr. zum Mitnehmen verkaufen;1,83044;114,6;113,5;1,0;11,7;0,018;0,214;;;;;;;;
111120;091500;7;0023;Leberkäse, heiß;0,17504;109,5;109,5;0,0;9,4;0,000;0,017;;;;;;;;
111120;091600;7;0099;Pizza inkl. Zustellung;0,37692;109,6;109,9;-0,3;9,5;-0,001;0,036;;;;;;;;
111120;091700;7;0188;Belegtes Gebäck;0,17831;115,2;115,0;0,2;12,3;0,000;0,022;;;;;;;;
111120;091800;7;0214;Kebab, Imbissstand;0,22787;120,2;119,6;0,5;14,0;0,001;0,032;;;;;;;;
111120;091900;7;0215;Getränk, Imbissstand;0,31200;115,2;115,0;0,2;10,6;0,001;0,033;;;;;;;;
111120;092000;7;0217;Fast Food;0,25185;119,0;111,5;6,7;17,2;0,017;0,043;;;;;;;;
111120;092400;7;0460;Essen auf Rädern;0,10579;106,2;106,2;0,0;3,4;0,000;0,004;;;;;;;;
111120;093100;7;0195;Würstel, Imbissstand;0,20266;117,7;117,8;-0,1;13,6;0,000;0,028;;;;;;;;
1112;;3;;Kantinen;0,64461;108,1;107,1;0,9;6,3;0,006;0,041;;;;;;;;
11120;;4;;Kantinen, Mensen;0,64461;108,1;107,1;0,9;6,3;0,006;0,041;;;;;;;;
111200;096200;7;0461;Kantinenmenü;0,32421;109,3;108,3;0,9;7,3;0,003;0,024;;;;;;;;
111200;096300;7;0462;Snack;0,09837;113,8;110,6;2,9;11,7;0,003;0,012;;;;;;;;
111200;096400;7;0465;Mittagessen Schule / Kindergarten;0,22203;103,6;103,6;0,0;2,3;0,000;0,005;;;;;;;;
112;;2;;Beherbergungsdienstleistungen;1,62509;124,5;120,7;3,1;10,7;0,052;0,180;;;;;;;;
1120;;3;;Beherbergungsdienstleistungen;1,62509;124,5;120,7;3,1;10,7;0,052;0,180;;;;;;;;
11201;;4;;Hotels, Motels, Gasthöfe u. ä. Beherbergungsdienstleistungen;1,05229;121,4;118,0;2,9;11,7;0,029;0,123;;;;;;;;
112010;096600;7;0457;Hotel, 4/5-Stern;0,21133;137,8;128,2;7,5;20,8;0,018;0,049;;;;;;;;
112010;096900;7;0836;Zimmer mit Frühstück, 4/5-Stern;0,23777;113,5;111,5;1,8;6,5;0,004;0,014;;;;;;;;
112010;097000;7;0837;Zimmer mit Frühstück, 3-Stern;0,33228;117,1;116,2;0,8;13,2;0,002;0,042;;;;;;;;
112010;097100;7;0839;Privatzimmer im Inland;0,06468;118,0;116,3;1,5;9,5;0,001;0,006;;;;;;;;
112010;097400;7;0871;Wellnesshotel;0,20623;112,1;109,8;2,1;5,7;0,004;0,012;;;;;;;;
11202;;4;;Ferienzentr., Campingpl., Jugendherb. u. ä. Beherbergungs-DL;0,51703;132,8;127,5;4,2;9,5;0,023;0,054;;;;;;;;
112020;097200;7;0844;Ferienwohnung;0,14559;116,7;109,6;6,5;9,3;0,009;0,013;;;;;;;;
112020;097300;7;0853;Übernachtung im Ausland;0,37144;137,7;133,1;3,5;9,7;0,014;0,041;;;;;;;;
11203;;4;;Beherbergungsdienstleistungen von anderen Einrichtungen;0,05577;107,0;107,0;0,0;4,9;0,000;0,003;;;;;;;;
112030;096800;7;0819;Studentenheim;0,05577;107,0;107,0;0,0;4,9;0,000;0,003;;;;;;;;
12;;1;;VERSCHIEDENE WAREN, DIENSTLEISTUNGEN;8,82586;103,7;103,6;0,1;2,3;0,007;0,206;;;;;;;;
121;;2;;Körperpflege;2,41208;103,6;103,6;0,0;3,0;0,002;0,075;;;;;;;;
1211;;3;;Friseur- u. Kosmetiksalons u. a. Einrichtungen f. d. Körperpflege;1,08873;108,1;107,8;0,3;5,0;0,004;0,054;;;;;;;;
12111;;4;;Friseurleistungen für Männer und Kinder;0,12995;107,7;107,6;0,1;3,9;0,000;0,005;;;;;;;;
121110;098400;7;0381;Herrenhaarschnitt;0,12995;107,7;107,6;0,1;3,9;0,000;0,005;;;;;;;;
12112;;4;;Friseurleistungen für Frauen;0,53683;107,0;106,7;0,3;3,7;0,002;0,020;;;;;;;;
121120;098000;7;0377;Damenhaarschnitt;0,35072;105,8;105,5;0,3;3,2;0,001;0,012;;;;;;;;
121120;098200;7;0379;Haarfärben;0,18611;109,3;109,0;0,3;4,5;0,001;0,009;;;;;;;;
12113;;4;;Dienstleistungen für die Körperpflege;0,42195;109,6;109,2;0,4;6,8;0,002;0,029;;;;;;;;
121130;097500;7;0166;Handpflege / Maniküre;0,08277;110,6;110,1;0,5;7,5;0,000;0,006;;;;;;;;
121130;097600;7;0180;Fußpflege / Pediküre;0,06980;111,1;110,2;0,8;7,6;0,001;0,005;;;;;;;;
121130;097700;7;0181;Massage;0,11556;109,3;109,3;0,0;6,6;0,000;0,008;;;;;;;;
121130;097800;7;0182;Gesichtsbehandlung;0,15382;108,8;108,3;0,5;6,4;0,001;0,010;;;;;;;;
1212;;3;;Elektrische Geräte für die Körperpflege;0,04821;107,6;106,4;1,1;6,1;0,000;0,003;;;;;;;;
12121;;4;;Elektrische Geräte für die Körperpflege;0,04821;107,6;106,4;1,1;6,1;0,000;0,003;;;;;;;;
121210;098800;7;0266;Elektrische Zahnbürste / Dentalcenter;0,02198;113,6;112,6;0,9;10,9;0,000;0,002;;;;;;;;
121210;098900;7;0281;Elektrischer Rasierapparat;0,02623;102,7;101,5;1,2;2,4;0,000;0,001;;;;;;;;
1213;;3;;Andere Erzeugnisse für die Körperpflege;1,27514;99,8;100,0;-0,2;1,3;-0,002;0,018;;;;;;;;
12131;;4;;Nichtelektrische Geräte für die Körperpflege;0,09106;98,3;97,9;0,4;-1,5;0,000;-0,001;;;;;;;;
121310;100100;7;0361;Zahnbürste;0,03386;99,0;98,6;0,4;1,0;0,000;0,000;;;;;;;;
121310;101000;7;0520;Rasierklingen;0,05720;97,9;97,5;0,4;-2,9;0,000;-0,002;;;;;;;;
12132;;4;;Hygiene- und Gesundheitsprod., Esoterik- u. Schönheitsprod.;1,18408;99,9;100,2;-0,3;1,5;-0,002;0,019;;;;;;;;
121320;099100;7;0346;Haartönung;0,05783;98,7;100,4;-1,7;-0,2;-0,001;0,000;;;;;;;;
121320;099200;7;0347;Haarshampoo;0,10223;98,2;98,2;0,0;-0,1;0,000;0,000;;;;;;;;
121320;099300;7;0348;Ganzkörperpflegecreme;0,10461;91,9;92,3;-0,4;-2,8;0,000;-0,003;;;;;;;;
121320;099400;7;0349;Tampons;0,05702;93,8;94,1;-0,3;6,2;0,000;0,003;;;;;;;;
121320;099600;7;0357;Gesichtscreme;0,20321;98,2;97,9;0,3;-2,7;0,001;-0,006;;;;;;;;
121320;099700;7;0358;Eau de Toilette;0,10488;107,2;107,2;0,0;6,5;0,000;0,007;;;;;;;;
121320;099800;7;0359;Make up;0,04481;102,9;103,2;-0,3;2,6;0,000;0,001;;;;;;;;
121320;099900;7;0362;Wimperntusche;0,06314;97,7;103,4;-5,5;-3,5;-0,003;-0,002;;;;;;;;
121320;100000;7;0360;Zahncreme;0,09278;102,1;102,4;-0,3;-0,1;0,000;0,000;;;;;;;;
121320;100400;7;0364;Duschgel;0,11214;96,5;96,9;-0,4;0,3;0,000;0,000;;;;;;;;
121320;100500;7;0365;Toilettenpapier;0,07835;118,6;118,4;0,2;19,9;0,000;0,016;;;;;;;;
121320;100600;7;0366;Papiertaschentücher;0,03681;113,7;112,3;1,2;14,8;0,000;0,006;;;;;;;;
121320;100700;7;0367;Wegwerfwindeln;0,05473;91,4;91,8;-0,4;-5,6;0,000;-0,003;;;;;;;;
121320;100800;7;0369;Babyfeuchttücher;0,02912;96,5;97,3;-0,8;-2,3;0,000;-0,001;;;;;;;;
121320;100900;7;0429;Deodorant;0,04242;96,5;93,6;3,1;1,7;0,001;0,001;;;;;;;;
123;;2;;Persönliche Gebrauchsgegenstände, a.n.g.;0,73554;108,4;108,5;-0,1;7,9;0,000;0,056;;;;;;;;
1231;;3;;Schmuck und Uhren;0,31743;111,7;111,7;0,0;4,6;0,000;0,015;;;;;;;;
12311;;4;;Schmuck;0,22460;115,0;115,0;0,0;5,6;0,000;0,013;;;;;;;;
123110;101200;7;0764;Ehering / Ring;0,15857;116,9;116,9;0,0;5,1;0,000;0,008;;;;;;;;
123110;101400;7;0765;Halskette;0,06603;110,6;110,6;0,0;7,0;0,000;0,005;;;;;;;;
12312;;4;;Uhren;0,09283;104,3;104,3;0,0;2,1;0,000;0,002;;;;;;;;
123120;101600;7;0767;Damenarmbanduhr;0,09283;104,3;104,3;0,0;2,1;0,000;0,002;;;;;;;;
1232;;3;;Sonstige persönliche Gebrauchsgüter;0,41811;105,4;105,5;-0,1;10,6;0,000;0,041;;;;;;;;
12321;;4;;Reiseartikel;0,21497;105,6;105,8;-0,2;14,3;0,000;0,027;;;;;;;;
123210;101700;7;0333;Rucksack;0,01846;112,6;115,0;-2,1;6,6;0,000;0,001;;;;;;;;
123210;101900;7;0342;Damenhandtasche;0,10784;99,7;100,6;-0,9;13,8;-0,001;0,012;;;;;;;;
123210;102200;7;0345;Trolley;0,08867;111,3;110,1;1,1;16,8;0,001;0,014;;;;;;;;
12322;;4;;Babyartikel;0,04763;106,5;106,6;-0,1;11,4;0,000;0,005;;;;;;;;
123220;102400;7;0753;Kinderbuggy;0,04763;106,5;106,6;-0,1;11,4;0,000;0,005;;;;;;;;
12329;;4;;Andere persönliche Gebrauchsgegenstände, a.n.g.;0,15551;105,2;105,3;-0,1;5,7;0,000;0,009;;;;;;;;
123290;101800;7;0341;Damenschirm;0,05836;101,5;102,0;-0,5;4,5;0,000;0,003;;;;;;;;
123290;102300;7;0489;Sarg;0,09715;107,5;107,5;0,0;6,3;0,000;0,006;;;;;;;;
124;;2;;Sozialschutz;0,76937;104,1;104,1;0,0;1,4;0,000;0,011;;;;;;;;
1240;;3;;Dienstleistungen sozialer Einrichtungen;0,76937;104,1;104,1;0,0;1,4;0,000;0,011;;;;;;;;
12401;;4;;Kinderbetreuung;0,18647;100,8;100,8;0,0;0,0;0,000;0,000;;;;;;;;
124010;102600;7;0441;Nachmittagsbetreuung öffentlich;0,17287;99,9;99,9;0,0;-0,2;0,000;0,000;;;;;;;;
124010;102700;7;0443;Kinderkrippe;0,00953;105,4;105,4;0,0;1,3;0,000;0,000;;;;;;;;
124010;102800;7;0447;Tagesmutter;0,00407;106,2;106,2;0,0;5,0;0,000;0,000;;;;;;;;
12402;;4;;Alten- und Behindertenheime;0,22322;107,1;107,1;0,0;3,0;0,000;0,007;;;;;;;;
124020;;S;;Wohnplatz Senioren (3 Positionen);0,22322;107,1;107,1;0,0;3,0;0,000;0,007;;;;;;;;
12403;;4;;Dienstleistungen der häuslichen Alten- und Behindertenpflege;0,35968;104,0;104,0;0,0;1,2;0,000;0,004;;;;;;;;
124030;103000;7;0459;Heim-, Pflege-, Altenhilfe;0,12553;109,3;109,3;0,0;3,4;0,000;0,004;;;;;;;;
124030;103100;7;0549;24-Stunden-Betreuung;0,23415;101,2;101,2;0,0;-0,1;0,000;0,000;;;;;;;;
125;;2;;Versicherungen;4,18215;102,4;102,3;0,1;0,9;0,005;0,041;;;;;;;;
1252;;3;;Versicherungen im Zusammenhang mit der Wohnung;0,97629;101,7;101,7;0,0;1,3;0,000;0,012;;;;;;;;
12520;;4;;Versicherungsdienstl. im Zusammenh. m. d. Wohnung;0,97629;101,7;101,7;0,0;1,3;0,000;0,012;;;;;;;;
125200;103700;7;0560;Eigenheimbündelversicherung;0,65274;103,4;103,4;0,0;3,1;0,000;0,021;;;;;;;;
125200;103800;7;0710;Hausratsversicherung;0,32355;98,2;98,2;0,0;-2,5;0,000;-0,008;;;;;;;;
1253;;3;;Versicherungen im Zusammenhang mit der Gesundheit;1,60207;103,8;103,8;0,0;1,2;0,000;0,019;;;;;;;;
12532;;4;;Private Versicherungsdienstl. im Zusammenh. m. d. Gesundheit;1,60207;103,8;103,8;0,0;1,2;0,000;0,019;;;;;;;;
125320;104190;7;1071;Unfallversicherung;0,53518;102,7;102,7;0,0;1,8;0,000;0,010;;;;;;;;
125321;;S;;Private Krankenversicherung;1,06689;104,3;104,3;0,0;0,9;0,000;0,009;;;;;;;;
1254;;3;;Versicherungen im Zusammenhang mit dem Verkehr;1,44742;100,9;100,8;0,1;0,0;0,000;0,000;;;;;;;;
12541;;4;;Kraftfahrzeugversicherungen;1,44742;100,9;100,8;0,1;0,0;0,000;0,000;;;;;;;;
125410;104200;7;0923;Autorechtsschutzversicherung;0,03475;107,1;106,0;1,0;5,8;0,000;0,002;;;;;;;;
125410;104300;7;0924;Motorradhaftpflichtversicherung;0,03920;101,8;101,8;0,0;0,7;0,000;0,000;;;;;;;;
125411;;S;;Haftpflichtversicherung (5 Positionen);1,19709;100,7;100,7;0,0;-0,4;0,000;-0,005;;;;;;;;
125412;;S;;Teilkaskoversicherung (5 Positionen);0,17638;100,2;100,2;0,0;1,0;0,000;0,002;;;;;;;;
1255;;3;;Sonstige Versicherungen;0,15637;108,7;105,2;3,3;6,6;0,005;0,011;;;;;;;;
12550;;4;;Andere Versicherungsdienstleistungen;0,15637;108,7;105,2;3,3;6,6;0,005;0,011;;;;;;;;
125500;105600;7;0901;Rechtsschutzversicherung;0,15637;108,7;105,2;3,3;6,6;0,005;0,011;;;;;;;;
126;;2;;Finanzdienstleistungen, a.n.g.;0,11663;105,6;105,6;0,0;3,4;0,000;0,004;;;;;;;;
1262;;3;;Finanzdienstleistungen, a.n.g.;0,11663;105,6;105,6;0,0;3,4;0,000;0,004;;;;;;;;
12621;;4;;Gebühren für die Finanzdienstleistungen von Banken und Postsparkassen;0,11663;105,6;105,6;0,0;3,4;0,000;0,004;;;;;;;;
126210;105700;7;0870;Depotgebühren;0,03637;104,9;104,9;0,0;2,8;0,000;0,001;;;;;;;;
126211;;S;;Bankgebühren, Kreditkarte (3 Positionen);0,08026;106,0;106,0;0,0;3,8;0,000;0,003;;;;;;;;
127;;2;;Sonstige Dienstleistungen, a.n.g.;0,61009;105,4;105,4;0,0;3,0;0,000;0,019;;;;;;;;
1270;;3;;Andere Dienstleistungen, a.n.g.;0,61009;105,4;105,4;0,0;3,0;0,000;0,019;;;;;;;;
12701;;4;;Verwaltungsgebühren;0,09317;100,0;100,0;0,0;0,0;0,000;0,000;;;;;;;;
127010;106500;7;0835;Reisepass, Ausstellungsgebühr;0,09317;100,0;100,0;0,0;0,0;0,000;0,000;;;;;;;;
12702;;4;;Juristische Dienstleistungen und Buchführung;0,09651;103,4;103,4;0,0;2,5;0,000;0,002;;;;;;;;
127020;106300;7;0553;Rechtsanwalt;0,09651;103,4;103,4;0,0;2,5;0,000;0,002;;;;;;;;
12703;;4;;Begräbnisse;0,37567;106,4;106,4;0,0;3,5;0,000;0,013;;;;;;;;
127030;106100;7;0488;Begräbniskosten, Dienstleistung;0,18722;107,5;107,5;0,0;5,3;0,000;0,010;;;;;;;;
127030;106200;7;0490;Friedhofsgebühr;0,18845;105,4;105,4;0,0;1,7;0,000;0,003;;;;;;;;
12704;;4;;Andere Gebühren und Leistungsentgelte;0,04474;112,4;112,4;0,0;5,7;0,000;0,003;;;;;;;;
127040;106400;7;0554;Vermittlergebühren, Mietwohnung;0,04474;112,4;112,4;0,0;5,7;0,000;0,003;;;;;;;;
A;;S;;Industriegüter;28,97759;108,7;108,5;0,2;8,3;0,043;2,334;;;;;;;;
A1;;S;;Kurzlebige- und Industriegüter;10,23069;113,6;112,3;1,2;10,0;0,121;1,035;;;;;;;;
A2;;S;;Halbdauerhafte Industriegüter;8,49182;97,4;98,8;-1,4;3,9;-0,109;0,290;;;;;;;;
A3;;S;;Dauerhafte Industriegüter;10,25508;113,4;113,0;0,4;9,9;0,031;1,009;;;;;;;;
AE;;S;;Industriegüter und Energie;36,40502;118,3;119,3;-0,8;14,6;-0,305;5,241;;;;;;;;
AG;;S;;Güter;51,16352;116,6;117,0;-0,3;13,6;-0,186;6,879;;;;;;;;
E;;S;;Energie;7,42743;159,1;165,2;-3,7;39,9;-0,348;2,907;;;;;;;;
E1;;S;;Elektrizität, Gas, feste Brennstoffe, Fernwärme;3,65265;136,9;132,1;3,6;29,2;0,145;1,024;;;;;;;;
E2;;S;;Mineralölprodukte;3,77478;180,1;198,4;-9,2;50,1;-0,493;1,884;;;;;;;;
EH;;S;;Einzelhandel;49,80399;114,9;115,5;-0,5;12,4;-0,280;6,138;;;;;;;;
EHO;;S;;Einzelhandel ohne Brenn- und Treibstoffe;45,60835;109,5;109,0;0,5;9,0;0,166;3,987;;;;;;;;
ENOGS;;S;;Energie ohne Gas und Schmierstoffe;6,90419;155,6;162,6;-4,3;36,5;-0,366;2,497;;;;;;;;
ENOSCH;;S;;Energie ohne Schmiermittel;7,56166;158,0;164,0;-3,7;39,2;-0,347;2,909;;;;;;;;
EoTR;;S;;Energie ohne Treibstoffe;4,21319;145,6;141,6;2,8;35,3;0,133;1,434;;;;;;;;
F;;S;;Lebensmittel, Tabak, Alkohol;14,75850;112,4;111,6;0,7;11,0;0,119;1,638;;;;;;;;
F1;;S;;Verarbeitete Lebensmittel und Alkohol;9,85654;111,7;110,7;0,9;10,7;0,089;1,064;;;;;;;;
F2;;S;;Saisonwaren;2,57707;112,0;111,5;0,4;9,1;0,013;0,235;;;;;;;;
F3;;S;;Fleisch- und Wurstwaren;2,32489;116,1;115,2;0,8;14,3;0,017;0,340;;;;;;;;
IERN;;S;;Index für Ernährung;10,12065;114,0;112,8;1,1;13,0;0,109;1,320;;;;;;;;
IMIETE;;S;;Index für Miete;8,22256;103,9;103,5;0,4;3,0;0,027;0,251;;;;;;;;
IOALKG;;S;;Index ohne alkoholische Getränke;98,44555;112,7;112,7;0,0;9,4;-0,007;9,214;;;;;;;;
IOEGT;;S;;Index ohne Ernährung, Getränke, Tabak;85,24150;112,6;112,7;-0,1;9,0;-0,126;7,651;;;;;;;;
IOENER;;S;;Index ohne Energie;92,57257;109,1;108,7;0,4;6,9;0,341;6,382;;;;;;;;
IOERN;;S;;Index ohne Ernährung;89,87935;112,4;112,5;-0,1;8,9;-0,116;7,969;;;;;;;;
IOGETR;;S;;Index ohne Getränke;97,22038;112,6;112,6;0,0;9,2;-0,016;9,039;;;;;;;;
IOMIET;;S;;Index ohne Miete;91,77744;113,4;113,4;0,0;9,9;-0,034;9,038;;;;;;;;
IOSAIS;;S;;Index ohne Saisonwaren;98,41984;112,5;112,5;0,0;9,2;0,002;9,162;;;;;;;;
IOSTR;;S;;Index ohne Schmier- und Treibstoffe;96,62007;110,6;110,1;0,5;8,1;0,473;7,812;;;;;;;;
IOWOHN;;S;;Index ohne Wohnen;85,88018;112,8;113,0;-0,2;9,5;-0,200;8,122;;;;;;;;
ISAIS;;S;;Index der Saisonwaren;1,58016;113,4;114,1;-0,6;8,1;-0,009;0,127;;;;;;;;
ITREIB;;S;;Index der Treibstoffe;3,34847;172,9;192,9;-10,4;44,0;-0,480;1,475;;;;;;;;
IWOHN;;S;;Index für Wohnen;14,11982;111,2;109,7;1,4;8,1;0,193;1,167;;;;;;;;
MIKROW;;S;;Mikrowarenkorb;3,71039;114,5;113,8;0,6;11,2;0,022;0,415;;;;;;;;
MINIW;;S;;Miniwarenkorb;15,81746;123,2;126,2;-2,4;15,9;-0,401;2,520;;;;;;;;
O451120;;S;;Einzelhandel mit Kraftwagen mit einem Gesamtgewicht von 3,5 t oder weniger;3,48654;120,7;119,8;0,8;16,3;0,020;0,550;;;;;;;;
O452000;;S;;Instandhaltung und Reparatur von Kraftwagen;1,60138;110,4;110,1;0,3;5,4;0,005;0,089;;;;;;;;
O453200;;S;;Einzelhandel mit Kraftwagenteilen und -zubehör;0,53610;108,3;107,8;0,5;9,0;0,002;0,049;;;;;;;;
O454000;;S;;"Handel mit Krafträdern, Kraftradteilen und -zubehör; Instandhaltung und Reparatur von Krafträd";0,57001;111,1;111,1;0,0;8,0;0,001;0,045;;;;;;;;
O472100;;S;;Einzelhandel mit Obst, Gemüse und Kartoffeln;2,22779;112,0;112,0;0,0;8,2;0,000;0,182;;;;;;;;
O472200;;S;;Einzelhandel mit Fleisch und Fleischwaren;2,32489;116,1;115,2;0,8;14,3;0,017;0,340;;;;;;;;
O472300;;S;;Einzelhandel mit Fisch, Meeresfrüchten und Fischerzeugnissen;0,34928;111,9;108,0;3,6;14,8;0,013;0,053;;;;;;;;
O472400;;S;;Einzelhandel mit Back- und Süßwaren;2,26587;110,8;109,6;1,1;9,6;0,025;0,215;;;;;;;;
O472500;;S;;Einzelhandel mit Getränken;2,26989;108,0;108,6;-0,6;6,4;-0,010;0,152;;;;;;;;
O472600;;S;;Einzelhandel mit Tabakwaren;1,85823;107,8;107,7;0,1;3,6;0,001;0,068;;;;;;;;
O472900;;S;;Sonstiger Einzelhandel mit Nahrungs- und Genussmitteln;3,51575;116,5;114,3;1,9;18,2;0,073;0,635;;;;;;;;
O473000;;S;;Einzelhandel mit Motorenkraftstoffen (Tankstellen);3,37993;172,2;192,0;-10,3;43,6;-0,480;1,477;;;;;;;;
O474100;;S;;Einzelhandel mit Datenverarbeitungsgeräten, peripheren Geräten und Software;0,54553;103,9;104,5;-0,6;-2,0;-0,004;-0,012;;;;;;;;
O474200;;S;;Einzelhandel mit Telekommunikationsgeräten;0,41546;90,0;91,0;-1,1;-6,5;-0,004;-0,028;;;;;;;;
O474300;;S;;Einzelhandel mit Geräten der Unterhaltungselektronik;0,42124;97,4;96,1;1,4;-3,8;0,005;-0,015;;;;;;;;
O475100;;S;;Einzelhandel mit Textilien;0,25583;106,2;102,2;3,9;8,3;0,009;0,021;;;;;;;;
O475200;;S;;Einzelhandel mit Metallwaren, Anstrichmitteln, Bau- und Heimwerkerbedarf;3,49098;120,8;116,4;3,8;18,4;0,137;0,642;;;;;;;;
O475300;;S;;Einzelhandel mit Vorhängen, Teppichen, Fußbodenbelägen und Tapeten;0,38383;121,9;112,1;8,7;18,5;0,035;0,073;;;;;;;;
O475400;;S;;Einzelhandel mit elektrischen Haushaltsgeräten;1,13719;112,0;109,1;2,7;9,4;0,030;0,106;;;;;;;;
O475910;;S;;Einzelhandel mit Musikinstrumenten und Musikalien;0,14143;105,4;105,4;0,0;1,2;0,000;0,002;;;;;;;;
O475920;;S;;Einzelhandel mit Wohnmöbeln;3,25790;111,9;112,9;-0,9;9,4;-0,033;0,318;;;;;;;;
O475990;;S;;Einzelhandel mit Einrichtungsgegenständen und Hausrat a.n.g.;1,16779;130,5;129,4;0,9;9,8;0,011;0,115;;;;;;;;
O476100;;S;;Einzelhandel mit Büchern;0,26783;100,2;102,4;-2,1;0,0;-0,005;0,001;;;;;;;;
O476200;;S;;Einzelhandel mit Zeitschriften, Zeitungen, Schreibwaren und Bürobedarf;0,84209;111,7;111,7;0,0;5,1;-0,001;0,042;;;;;;;;
O476300;;S;;Einzelhandel mit bespielten Ton- und Bildträgern;0,12659;83,2;83,2;0,0;0,0;0,000;0,000;;;;;;;;
O476400;;S;;Einzelhandel mit Fahrrädern, Sport- und Campingartikeln;1,31332;103,1;104,6;-1,4;8,6;-0,017;0,102;;;;;;;;
O476500;;S;;Einzelhandel mit Spielwaren;0,46431;105,3;104,6;0,7;4,1;0,002;0,020;;;;;;;;
O477100;;S;;Einzelhandel mit Bekleidung;3,58123;88,6;92,0;-3,7;0,1;-0,104;-0,010;;;;;;;;
O477210;;S;;Einzelhandel mit Schuhen;0,50207;93,4;96,9;-3,6;3,9;-0,017;0,015;;;;;;;;
O477220;;S;;Einzelhandel mit Leder- und Taschnerwaren;0,25487;104,2;104,2;0,0;12,5;0,000;0,029;;;;;;;;
O477300;;S;;Apotheken;0,88164;107,8;108,4;-0,6;3,4;-0,005;0,031;;;;;;;;
O477400;;S;;Einzelhandel mit medizinischen und orthopädischen Artikeln;0,19697;109,7;110,0;-0,3;6,2;-0,001;0,012;;;;;;;;
O477500;;S;;Einzelhandel mit kosmetischen Erzeugnissen und Körperpflegemitteln;2,01207;101,8;101,9;-0,1;3,4;0,000;0,069;;;;;;;;
O477610;;S;;Einzelhandel mit Blumen, Pflanzen, Sämereien, Düngemitteln, Blumenbinderei;0,78568;110,5;111,0;-0,5;9,0;-0,004;0,072;;;;;;;;
O477620;;S;;Einzelhandel mit zoologischem Bedarf und lebenden Tieren;0,53702;113,0;111,5;1,3;13,8;0,008;0,075;;;;;;;;
O477700;;S;;Einzelhandel mit Uhren und Schmuck;0,31743;111,7;111,7;0,0;4,6;0,000;0,015;;;;;;;;
O477810;;S;;Einzelhandel mit Fotoartikeln, optischen und feinmechanischen Artikeln;0,59488;101,7;101,7;0,0;1,2;0,001;0,008;;;;;;;;
O477820;;S;;Einzelhandel mit Brennstoffen;0,38526;174,3;160,2;8,8;72,4;0,046;0,263;;;;;;;;
PKW;;S;;PKW-Index;12,07419;127,2;131,7;-3,4;18,1;-0,452;2,181;;;;;;;;
S;;S;;Dienstleistungen;48,83648;108,4;108,0;0,4;4,9;0,179;2,410;;;;;;;;
S1;;S;;Verkehrsdienstleistungen;7,50313;107,5;107,2;0,3;2,5;0,017;0,194;;;;;;;;
S2;;S;;Dienstleistungen zur Wohnung;11,97445;105,6;104,9;0,7;4,0;0,074;0,499;;;;;;;;
S3;;S;;Reisen und Unterkunft;3,93410;120,5;120,1;0,3;6,8;0,011;0,263;;;;;;;;
